onset	duration	nwb_table	temporal_frequency	spatial_frequency	direction	contrast
445.0	59.0	epochs	2.0	0.02	270.0	0.8
535.0	60.0	epochs	8.0	0.04	0.0	0.8
625.0	60.0	epochs	0.5	0.02	0.0	0.8
716.0	59.0	epochs	8.0	0.08	90.0	0.8
806.0	60.0	epochs	8.0	0.08	90.0	0.8
896.0	60.0	epochs	0.5	0.02	180.0	0.8
986.0	60.0	epochs	4.0	0.16	0.0	0.8
1077.0	60.0	epochs	1.0	0.02	0.0	0.8
1167.0	60.0	epochs	2.0	0.02	180.0	0.8
1257.0	60.0	epochs	2.0	0.32	0.0	0.8
1348.0	59.0	epochs	4.0	0.02	0.0	0.8
1438.0	60.0	epochs	8.0	0.02	90.0	0.8
1528.0	60.0	epochs	4.0	0.32	180.0	0.8
1619.0	59.0	epochs	1.0	0.16	0.0	0.8
1709.0	60.0	epochs	1.0	0.04	90.0	0.8
1799.0	60.0	epochs	8.0	0.16	90.0	0.8
1890.0	59.0	epochs	8.0	0.16	90.0	0.8
1980.0	60.0	epochs	1.0	0.32	90.0	0.8
2070.0	60.0	epochs	0.5	0.02	270.0	0.8
2161.0	59.0	epochs	0.5	0.32	270.0	0.8
2251.0	60.0	epochs	1.0	0.16	90.0	0.8
2341.0	60.0	epochs	8.0	0.08	180.0	0.8
2432.0	59.0	epochs	2.0	0.08	270.0	0.8
2522.0	60.0	epochs	4.0	0.04	90.0	0.8
2612.0	60.0	epochs	4.0	0.04	0.0	0.8
2702.0	60.0	epochs	0.5	0.32	90.0	0.8
2793.0	60.0	epochs	8.0	0.08	180.0	0.8
2883.0	60.0	epochs	8.0	0.16	180.0	0.8
2973.0	60.0	epochs	8.0	0.02	180.0	0.8
3064.0	59.0	epochs	2.0	0.16	0.0	0.8
3154.0	60.0	epochs	0.5	0.16	180.0	0.8
3244.0	60.0	epochs	2.0	0.02	180.0	0.8
3335.0	59.0	epochs	8.0	0.16	90.0	0.8
3425.0	60.0	epochs	8.0	0.02	180.0	0.8
3515.0	60.0	epochs	4.0	0.04	90.0	0.8
3606.0	59.0	epochs	0.5	0.16	180.0	0.8
3696.0	60.0	epochs	0.5	0.08	90.0	0.8
3786.0	60.0	epochs	0.5	0.32	180.0	0.8
3877.0	59.0	epochs	4.0	0.02	270.0	0.8
3967.0	60.0	epochs	1.0	0.16	0.0	0.8
4057.0	60.0	epochs	1.0	0.32	0.0	0.8
4148.0	59.0	epochs	1.0	0.08	270.0	0.8
4238.0	60.0	epochs	8.0	0.08	180.0	0.8
4328.0	60.0	epochs	1.0	0.32	0.0	0.8
4418.0	60.0	epochs	0.5	0.32	180.0	0.8
4509.0	60.0	epochs	4.0	0.04	0.0	0.8
4599.0	60.0	epochs	0.5	0.02	180.0	0.8
4689.0	60.0	epochs	0.5	0.04	180.0	0.8
4780.0	59.0	epochs	4.0	0.16	0.0	0.8
4870.0	60.0	epochs	4.0	0.16	0.0	0.8
4960.0	60.0	epochs	2.0	0.16	180.0	0.8
5051.0	59.0	epochs	4.0	0.16	90.0	0.8
5141.0	60.0	epochs	8.0	0.02	0.0	0.8
5231.0	60.0	epochs	2.0	0.08	0.0	0.8
5322.0	59.0	epochs	4.0	0.32	0.0	0.8
5412.0	60.0	epochs	1.0	0.32	180.0	0.8
5502.0	60.0	epochs	1.0	0.32	270.0	0.8
5593.0	59.0	epochs	0.5	0.16	0.0	0.8
5683.0	60.0	epochs	2.0	0.02	180.0	0.8
5773.0	60.0	epochs	2.0	0.32	0.0	0.8
5864.0	59.0	epochs	8.0	0.02	180.0	0.8
5954.0	60.0	epochs	1.0	0.32	90.0	0.8
6044.0	60.0	epochs	4.0	0.08	90.0	0.8
6134.0	60.0	epochs	1.0	0.04	0.0	0.8
6225.0	60.0	epochs	2.0	0.32	180.0	0.8
6315.0	60.0	epochs	8.0	0.02	90.0	0.8
6405.0	60.0	epochs	1.0	0.16	90.0	0.8
6496.0	59.0	epochs	0.5	0.08	90.0	0.8
6586.0	60.0	epochs	8.0	0.32	270.0	0.8
6676.0	60.0	epochs	4.0	0.04	0.0	0.8
6767.0	59.0	epochs	0.5	0.08	180.0	0.8
6857.0	60.0	epochs	8.0	0.04	270.0	0.8
6947.0	60.0	epochs	4.0	0.02	180.0	0.8
7038.0	59.0	epochs	1.0	0.16	270.0	0.8
7128.0	60.0	epochs	8.0	0.08	270.0	0.8
7218.0	60.0	epochs	8.0	0.02	90.0	0.8
7309.0	59.0	epochs	8.0	0.02	270.0	0.8
7399.0	60.0	epochs	4.0	0.08	180.0	0.8
7489.0	60.0	epochs	0.5	0.02	180.0	0.8
7580.0	59.0	epochs	0.5	0.04	90.0	0.8
7670.0	60.0	epochs	0.5	0.08	180.0	0.8
7760.0	60.0	epochs	2.0	0.08	0.0	0.8
7850.0	60.0	epochs	2.0	0.32	180.0	0.8
7941.0	59.0	epochs	8.0	0.16	0.0	0.8
8031.0	60.0	epochs	8.0	0.16	270.0	0.8
8121.0	60.0	epochs	8.0	0.32	0.0	0.8
8212.0	59.0	epochs	8.0	0.02	180.0	0.8
8302.0	60.0	epochs	1.0	0.16	90.0	0.8
8392.0	60.0	epochs	1.0	0.16	90.0	0.8
8483.0	59.0	epochs	0.5	0.32	90.0	0.8
8573.0	60.0	epochs	4.0	0.32	0.0	0.8
8663.0	60.0	epochs	4.0	0.02	90.0	0.8
8754.0	59.0	epochs	2.0	0.16	90.0	0.8
8844.0	60.0	epochs	2.0	0.32	90.0	0.8
8934.0	60.0	epochs	1.0	0.02	180.0	0.8
9025.0	59.0	epochs	4.0	0.04	90.0	0.8
9115.0	60.0	epochs	8.0	0.08	90.0	0.8
9205.0	60.0	epochs	4.0	0.08	180.0	0.8
9296.0	59.0	epochs	0.5	0.16	270.0	0.8
9386.0	60.0	epochs	8.0	0.08	0.0	0.8
9476.0	60.0	epochs	8.0	0.04	90.0	0.8
9566.0	60.0	epochs	8.0	0.02	0.0	0.8
9657.0	59.0	epochs	1.0	0.02	270.0	0.8
9747.0	60.0	epochs	2.0	0.04	180.0	0.8
9837.0	60.0	epochs	4.0	0.32	0.0	0.8
9928.0	59.0	epochs	0.5	0.32	270.0	0.8
10018.0	60.0	epochs	0.5	0.08	180.0	0.8
10108.0	60.0	epochs	4.0	0.16	180.0	0.8
10199.0	59.0	epochs	4.0	0.04	90.0	0.8
10289.0	60.0	epochs	4.0	0.02	0.0	0.8
10379.0	60.0	epochs	8.0	0.16	90.0	0.8
10470.0	59.0	epochs	8.0	0.32	90.0	0.8
10560.0	60.0	epochs	2.0	0.02	270.0	0.8
10650.0	60.0	epochs	4.0	0.02	180.0	0.8
10741.0	59.0	epochs	1.0	0.08	180.0	0.8
10831.0	60.0	epochs	0.5	0.16	90.0	0.8
10921.0	60.0	epochs	8.0	0.08	270.0	0.8
11012.0	59.0	epochs	1.0	0.04	90.0	0.8
11102.0	60.0	epochs	4.0	0.08	90.0	0.8
11192.0	60.0	epochs	0.5	0.08	180.0	0.8
11282.0	60.0	epochs	1.0	0.04	0.0	0.8
11373.0	59.0	epochs	0.5	0.16	90.0	0.8
11463.0	60.0	epochs	2.0	0.02	180.0	0.8
11553.0	60.0	epochs	4.0	0.02	180.0	0.8
11644.0	59.0	epochs	1.0	0.16	90.0	0.8
11734.0	60.0	epochs	1.0	0.32	90.0	0.8
11824.0	60.0	epochs	1.0	0.32	180.0	0.8
11915.0	59.0	epochs	2.0	0.04	270.0	0.8
12005.0	60.0	epochs	1.0	0.32	90.0	0.8
12095.0	60.0	epochs	1.0	0.02	180.0	0.8
12186.0	59.0	epochs	0.5	0.04	90.0	0.8
12276.0	60.0	epochs	1.0	0.04	180.0	0.8
12366.0	60.0	epochs	8.0	0.32	90.0	0.8
12457.0	59.0	epochs	4.0	0.04	0.0	0.8
12547.0	60.0	epochs	8.0	0.16	270.0	0.8
12637.0	60.0	epochs	1.0	0.04	0.0	0.8
12727.0	60.0	epochs	1.0	0.02	270.0	0.8
12818.0	60.0	epochs	8.0	0.04	180.0	0.8
12908.0	60.0	epochs	1.0	0.32	180.0	0.8
12998.0	60.0	epochs	0.5	0.02	270.0	0.8
13089.0	59.0	epochs	8.0	0.08	180.0	0.8
13179.0	60.0	epochs	8.0	0.08	0.0	0.8
13269.0	60.0	epochs	8.0	0.16	0.0	0.8
