onset	duration	nwb_table	temporal_frequency	spatial_frequency	direction	contrast
445.0	60.0	epochs	1.0	0.32	0.0	0.8
535.0	60.0	epochs	1.0	0.02	270.0	0.8
626.0	59.0	epochs	2.0	0.04	0.0	0.8
716.0	60.0	epochs	1.0	0.02	270.0	0.8
806.0	60.0	epochs	4.0	0.08	180.0	0.8
897.0	59.0	epochs	0.5	0.04	90.0	0.8
987.0	60.0	epochs	4.0	0.16	270.0	0.8
1077.0	60.0	epochs	2.0	0.04	90.0	0.8
1167.0	60.0	epochs	2.0	0.04	0.0	0.8
1258.0	59.0	epochs	2.0	0.16	270.0	0.8
1348.0	60.0	epochs	2.0	0.32	90.0	0.8
1438.0	60.0	epochs	2.0	0.02	0.0	0.8
1529.0	59.0	epochs	2.0	0.02	0.0	0.8
1619.0	60.0	epochs	2.0	0.02	180.0	0.8
1709.0	60.0	epochs	2.0	0.08	180.0	0.8
1800.0	59.0	epochs	0.5	0.32	180.0	0.8
1890.0	60.0	epochs	0.5	0.16	180.0	0.8
1980.0	60.0	epochs	4.0	0.04	0.0	0.8
2070.0	60.0	epochs	4.0	0.04	270.0	0.8
2161.0	59.0	epochs	2.0	0.08	180.0	0.8
2251.0	60.0	epochs	4.0	0.02	270.0	0.8
2341.0	60.0	epochs	1.0	0.32	270.0	0.8
2432.0	59.0	epochs	8.0	0.08	270.0	0.8
2522.0	60.0	epochs	0.5	0.32	90.0	0.8
2612.0	60.0	epochs	4.0	0.16	90.0	0.8
2703.0	59.0	epochs	1.0	0.16	270.0	0.8
2793.0	60.0	epochs	2.0	0.02	270.0	0.8
2883.0	60.0	epochs	8.0	0.16	90.0	0.8
2973.0	60.0	epochs	0.5	0.02	0.0	0.8
3064.0	59.0	epochs	4.0	0.32	180.0	0.8
3154.0	60.0	epochs	2.0	0.08	270.0	0.8
3244.0	60.0	epochs	1.0	0.02	90.0	0.8
3335.0	59.0	epochs	1.0	0.16	180.0	0.8
3425.0	60.0	epochs	1.0	0.16	90.0	0.8
3515.0	60.0	epochs	2.0	0.02	180.0	0.8
3606.0	59.0	epochs	2.0	0.32	90.0	0.8
3696.0	60.0	epochs	4.0	0.08	90.0	0.8
3786.0	60.0	epochs	1.0	0.02	180.0	0.8
3876.0	60.0	epochs	0.5	0.32	270.0	0.8
3967.0	59.0	epochs	1.0	0.16	180.0	0.8
4057.0	60.0	epochs	8.0	0.16	270.0	0.8
4147.0	60.0	epochs	4.0	0.08	180.0	0.8
4238.0	59.0	epochs	2.0	0.02	90.0	0.8
4328.0	60.0	epochs	0.5	0.04	0.0	0.8
4418.0	60.0	epochs	1.0	0.32	270.0	0.8
4508.0	60.0	epochs	1.0	0.04	270.0	0.8
4599.0	59.0	epochs	2.0	0.02	90.0	0.8
4689.0	60.0	epochs	8.0	0.32	180.0	0.8
4779.0	60.0	epochs	0.5	0.08	0.0	0.8
4870.0	59.0	epochs	8.0	0.08	0.0	0.8
4960.0	60.0	epochs	8.0	0.08	90.0	0.8
5050.0	60.0	epochs	1.0	0.04	180.0	0.8
5141.0	59.0	epochs	1.0	0.32	270.0	0.8
5231.0	60.0	epochs	0.5	0.16	90.0	0.8
5321.0	60.0	epochs	2.0	0.02	270.0	0.8
5411.0	60.0	epochs	4.0	0.04	270.0	0.8
5502.0	59.0	epochs	0.5	0.16	90.0	0.8
5592.0	60.0	epochs	1.0	0.04	90.0	0.8
5682.0	60.0	epochs	1.0	0.32	180.0	0.8
5773.0	59.0	epochs	2.0	0.16	90.0	0.8
5863.0	60.0	epochs	8.0	0.04	0.0	0.8
5953.0	60.0	epochs	4.0	0.02	90.0	0.8
6044.0	59.0	epochs	8.0	0.16	180.0	0.8
6134.0	60.0	epochs	0.5	0.02	180.0	0.8
6224.0	60.0	epochs	8.0	0.02	90.0	0.8
6314.0	60.0	epochs	4.0	0.08	270.0	0.8
6405.0	59.0	epochs	2.0	0.08	270.0	0.8
6495.0	60.0	epochs	4.0	0.32	0.0	0.8
6585.0	60.0	epochs	4.0	0.16	270.0	0.8
6676.0	59.0	epochs	8.0	0.02	270.0	0.8
6766.0	60.0	epochs	8.0	0.02	180.0	0.8
6856.0	60.0	epochs	8.0	0.04	270.0	0.8
6946.0	60.0	epochs	0.5	0.16	90.0	0.8
7037.0	59.0	epochs	2.0	0.04	90.0	0.8
7127.0	60.0	epochs	0.5	0.32	180.0	0.8
7217.0	60.0	epochs	1.0	0.32	90.0	0.8
7308.0	59.0	epochs	0.5	0.32	180.0	0.8
