onset	duration	nwb_table	temporal_frequency	spatial_frequency	direction	contrast
445.0	60.0	epochs	4.0	0.04	0.0	0.8
536.0	59.0	epochs	8.0	0.04	180.0	0.8
626.0	60.0	epochs	1.0	0.04	90.0	0.8
716.0	60.0	epochs	4.0	0.04	270.0	0.8
807.0	59.0	epochs	2.0	0.16	270.0	0.8
897.0	60.0	epochs	0.5	0.04	270.0	0.8
987.0	60.0	epochs	4.0	0.04	0.0	0.8
1077.0	60.0	epochs	8.0	0.02	90.0	0.8
1168.0	59.0	epochs	8.0	0.16	180.0	0.8
1258.0	60.0	epochs	1.0	0.16	270.0	0.8
1348.0	60.0	epochs	1.0	0.16	180.0	0.8
1439.0	59.0	epochs	0.5	0.04	180.0	0.8
1529.0	60.0	epochs	8.0	0.02	90.0	0.8
1619.0	60.0	epochs	2.0	0.08	90.0	0.8
1710.0	59.0	epochs	8.0	0.04	90.0	0.8
1800.0	60.0	epochs	2.0	0.08	90.0	0.8
1890.0	60.0	epochs	1.0	0.16	270.0	0.8
1981.0	59.0	epochs	2.0	0.32	90.0	0.8
2071.0	60.0	epochs	4.0	0.32	180.0	0.8
2161.0	60.0	epochs	2.0	0.02	180.0	0.8
2252.0	59.0	epochs	8.0	0.08	270.0	0.8
2342.0	60.0	epochs	8.0	0.02	0.0	0.8
2432.0	60.0	epochs	2.0	0.32	270.0	0.8
2522.0	60.0	epochs	2.0	0.04	270.0	0.8
2613.0	59.0	epochs	1.0	0.02	90.0	0.8
2703.0	60.0	epochs	0.5	0.08	90.0	0.8
2793.0	60.0	epochs	4.0	0.02	0.0	0.8
2884.0	59.0	epochs	4.0	0.32	180.0	0.8
2974.0	60.0	epochs	4.0	0.08	270.0	0.8
3064.0	60.0	epochs	8.0	0.16	0.0	0.8
3155.0	59.0	epochs	4.0	0.16	0.0	0.8
3245.0	60.0	epochs	1.0	0.32	0.0	0.8
3335.0	60.0	epochs	1.0	0.02	0.0	0.8
3426.0	59.0	epochs	0.5	0.16	270.0	0.8
3516.0	60.0	epochs	0.5	0.02	0.0	0.8
3606.0	60.0	epochs	0.5	0.16	180.0	0.8
3697.0	59.0	epochs	2.0	0.08	180.0	0.8
3787.0	60.0	epochs	2.0	0.04	0.0	0.8
3877.0	60.0	epochs	2.0	0.32	180.0	0.8
3967.0	60.0	epochs	2.0	0.32	180.0	0.8
4058.0	59.0	epochs	0.5	0.08	90.0	0.8
4148.0	60.0	epochs	8.0	0.02	90.0	0.8
4238.0	60.0	epochs	8.0	0.16	0.0	0.8
4329.0	59.0	epochs	8.0	0.32	180.0	0.8
4419.0	60.0	epochs	1.0	0.32	270.0	0.8
4509.0	60.0	epochs	8.0	0.08	0.0	0.8
4600.0	59.0	epochs	0.5	0.04	270.0	0.8
4690.0	60.0	epochs	4.0	0.32	90.0	0.8
4780.0	60.0	epochs	8.0	0.16	0.0	0.8
4871.0	59.0	epochs	8.0	0.08	270.0	0.8
4961.0	60.0	epochs	1.0	0.04	180.0	0.8
5051.0	60.0	epochs	2.0	0.04	0.0	0.8
5142.0	59.0	epochs	8.0	0.16	90.0	0.8
5232.0	60.0	epochs	8.0	0.16	0.0	0.8
5322.0	60.0	epochs	4.0	0.16	90.0	0.8
5412.0	60.0	epochs	1.0	0.04	0.0	0.8
5503.0	59.0	epochs	2.0	0.04	0.0	0.8
5593.0	60.0	epochs	2.0	0.16	90.0	0.8
5683.0	60.0	epochs	4.0	0.16	90.0	0.8
5774.0	59.0	epochs	1.0	0.16	180.0	0.8
5864.0	60.0	epochs	4.0	0.02	90.0	0.8
5954.0	60.0	epochs	0.5	0.02	270.0	0.8
6045.0	59.0	epochs	2.0	0.08	180.0	0.8
6135.0	60.0	epochs	0.5	0.16	90.0	0.8
6225.0	60.0	epochs	4.0	0.02	90.0	0.8
6316.0	59.0	epochs	4.0	0.16	0.0	0.8
6406.0	60.0	epochs	1.0	0.08	90.0	0.8
6496.0	60.0	epochs	0.5	0.04	180.0	0.8
6586.0	60.0	epochs	1.0	0.16	0.0	0.8
6677.0	60.0	epochs	0.5	0.08	90.0	0.8
6767.0	60.0	epochs	4.0	0.16	270.0	0.8
6857.0	60.0	epochs	1.0	0.08	180.0	0.8
6948.0	59.0	epochs	0.5	0.16	90.0	0.8
7038.0	60.0	epochs	4.0	0.08	180.0	0.8
7128.0	60.0	epochs	2.0	0.04	90.0	0.8
7219.0	59.0	epochs	8.0	0.02	0.0	0.8
7309.0	60.0	epochs	0.5	0.02	90.0	0.8
7399.0	60.0	epochs	4.0	0.04	90.0	0.8
7490.0	59.0	epochs	0.5	0.04	180.0	0.8
7580.0	60.0	epochs	0.5	0.16	90.0	0.8
7670.0	60.0	epochs	8.0	0.08	270.0	0.8
7761.0	59.0	epochs	2.0	0.08	90.0	0.8
7851.0	60.0	epochs	1.0	0.04	0.0	0.8
7941.0	60.0	epochs	4.0	0.02	180.0	0.8
8031.0	60.0	epochs	2.0	0.32	0.0	0.8
8122.0	60.0	epochs	2.0	0.04	180.0	0.8
8212.0	60.0	epochs	1.0	0.04	0.0	0.8
8302.0	60.0	epochs	1.0	0.08	90.0	0.8
8393.0	59.0	epochs	8.0	0.08	0.0	0.8
8483.0	60.0	epochs	1.0	0.04	180.0	0.8
8573.0	60.0	epochs	4.0	0.08	180.0	0.8
8664.0	59.0	epochs	0.5	0.32	0.0	0.8
8754.0	60.0	epochs	4.0	0.32	90.0	0.8
8844.0	60.0	epochs	2.0	0.08	270.0	0.8
8935.0	59.0	epochs	1.0	0.16	270.0	0.8
9025.0	60.0	epochs	8.0	0.32	90.0	0.8
9115.0	60.0	epochs	8.0	0.32	270.0	0.8
9206.0	59.0	epochs	4.0	0.02	0.0	0.8
9296.0	60.0	epochs	4.0	0.08	0.0	0.8
9386.0	60.0	epochs	2.0	0.04	270.0	0.8
9476.0	60.0	epochs	4.0	0.02	0.0	0.8
9567.0	59.0	epochs	2.0	0.16	90.0	0.8
9657.0	60.0	epochs	4.0	0.08	0.0	0.8
9747.0	60.0	epochs	0.5	0.16	180.0	0.8
9838.0	59.0	epochs	4.0	0.02	90.0	0.8
9928.0	60.0	epochs	4.0	0.32	90.0	0.8
10018.0	60.0	epochs	2.0	0.08	270.0	0.8
10109.0	59.0	epochs	1.0	0.16	0.0	0.8
10199.0	60.0	epochs	1.0	0.08	180.0	0.8
10289.0	60.0	epochs	1.0	0.02	270.0	0.8
